name,bio,follower_count,tweet_text,tweet_id,fav_count,rt_count,in_reply_to,mentions,is_retweet,is_quote,hashtags,emojicons,time
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @2022lecologie: « Ce qui fait la radicalité de l’écologie, c’est de gagner l’élection présidentielle. C’est la seule radicalité, aujourd…",1433455168843091968,0,46,,2022lecologie,True,False,,,2021-09-02 15:41:59
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,Nous serions ou aveugles ou naïfs de penser que la totalité des richesses générées par la suppression de l’ISF et la flat tax servent à l’investissement et à la justice sociale ! https://t.co/3pUZmt5zQZ,1433453225148047363,591,179,,,False,True,,,2021-09-02 15:34:15
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @BechirSkt: 🟣 Après des mois d'hésitation, j'apporte mon soutien à Yannick Jadot. J'arrive dans cette campagne avec mon petit bagage, ce…",1433444554506739718,0,17,,BechirSkt,True,False,,:purple_circle:,2021-09-02 14:59:48
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"À #Montpellier avec @coralie_mantion @JaklineM @manureynaud et d’autres militantes et militants pour inviter à participer à la primaire écologiste.
👉faites gagner l’écologie 🥇
👉dès 16 ans
👉en 2 minutes⏱
Rendez-vous sur https://t.co/rUuGfmTuYK
#2022lecologie https://t.co/SolWvaJPLl",1433391730729103360,57,19,,"coralie_mantion, JaklineM, manureynaud",False,False,"Montpellier, 2022lecologie",":backhand_index_pointing_right:, :1st_place_medal:, :backhand_index_pointing_right:, :backhand_index_pointing_right:, :stopwatch:",2021-09-02 11:29:54
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @Lou_Noirclere: La série dans laquelle on vit c’est celle des canicules, des sécheresses, des inondations, des mega-feux : du dérèglemen…",1433377672797773826,0,10,,Lou_Noirclere,True,True,,,2021-09-02 10:34:02
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,La primaire s’emballe 😂😂😂 https://t.co/mFdvhFw6aW,1433364239859830785,236,23,,,False,True,,":face_with_tears_of_joy:, :face_with_tears_of_joy:, :face_with_tears_of_joy:",2021-09-02 09:40:40
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @Caroline_Roux: ""Eric #Zemmour n'aime pas la France. Quand vous aimez la France, vous voyez des femmes et des hommes extraordinaires, no…",1433310960048037891,0,35,,Caroline_Roux,True,False,Zemmour,,2021-09-02 06:08:57
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @Caroline_Roux: ""Je défends une écologie radicale quand il s'agit du climat""

🗨 @YJadot, candidat à la primaire écologiste

▶ #Les4V ave…",1433310556430217219,0,35,,"Caroline_Roux, yjadot",True,False,Les4V,":left_speech_bubble:, :play_button:",2021-09-02 06:07:20
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @Caroline_Roux: #Cannabis ""C'est un trafic que l'on pourrait parfaitement réguler et qui nous permettrait de sortir des mafias des quart…",1433310242931105793,0,16,,Caroline_Roux,True,False,Cannabis,,2021-09-02 06:06:06
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @Caroline_Roux: ""Je suis pour la légalisation du cannabis, je crois à une politique de santé qui accompagne notamment les jeunes qui ont…",1433310230503436288,0,25,,Caroline_Roux,True,False,,,2021-09-02 06:06:03
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @Caroline_Roux: ""Il faut un parquet spécial à Marseille, de la police et rattraper 25 ans d'abandon des quartiers populaires par la droi…",1433310208676220935,0,12,,Caroline_Roux,True,False,,,2021-09-02 06:05:58
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @EcoloJ_Fr: « Quand on est jeune, on détient les clefs de l’avenir » @yjadot #Les4V 

✊Nous sommes jeunes, écolos, nous voulons bâtir la…",1433310068154454016,0,26,,"EcoloJ_Fr, yjadot",True,False,Les4V,:raised_fist:,2021-09-02 06:05:24
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"La radicalité de l’écologie c’est de gagner l’écologie présidentielle. On ne peut plus transiger sur le climat, la biodiversité et la solidarité. Il faut agir maintenant et gagner.
👉 Participez à la #PrimaireEcolo sur https://t.co/rUuGfmTuYK https://t.co/Nf2HYQmQW1",1433308757224792066,63,24,yjadot,,False,False,PrimaireEcolo,:backhand_index_pointing_right:,2021-09-02 06:00:11
